database	organismOriginal	structureType	structureValue	referenceType	referenceValue	organismCleaned	structureCleanedInchi	structureCleanedInchikey3D	structureCleanedSmiles	referenceCleanedDoi	curator	validated	comments	referenceCleanedTitle	organismCleaned_dbTaxo	organismCleaned_dbTaxoTaxonIds	organismCleaned_dbTaxoTaxonRanks	organismCleaned_dbTaxoTaxonomy	referenceCleanedPmcid	referenceCleanedPmid	referenceCleaned_journal	referenceCleaned_date	referenceCleaned_author	referenceCleaned_score_crossref	referenceCleaned_score_distance	referenceCleaned_score_titleOrganism	referenceCleaned_score_complementDate	referenceCleaned_score_complementAuthor	referenceCleaned_score_complementJournal	referenceCleaned_score_complementTotal	structureCleanedInchikey2D	Comments
unp_1	Phoenix hanceana var. formosana	inchi	InChI=1/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1	original	Lin, Yi-Pei; Chen, Tai-Yuan; Tseng, Hsiang-Wen; Lee, Mei-Hsien; Chen, Shui-Tein; Phytochemistry; vol. 70; 9; (2009); p. 1173 - 1181.	Phoenix loureiroi loureiroi	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1	PFTAWBLQPZVEMU-UKRRQHHQSA-N	Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2	10.1016/J.PHYTOCHEM.2009.06.006	AR	Y	NA	Neural cell protective compounds isolated from Phoenix hanceana var. formosana	GBIF Backbone Taxonomy	6|7707728|196|552|7681|2732076|5293119|7227438	kingdom|phylum|class|order|family|genus|species|variety	Plantae|Tracheophyta|Liliopsida|Arecales|Arecaceae|Phoenix|Phoenix loureiroi|Phoenix loureiroi loureiroi	NA	NA	Phytochemistry	2009-06	Lin	59.41202	109	1	1	1	1	3	NA	NA
unp_1	Catalpa ovata	inchi	InChI=1/C22H28O10/c1-10-14(8-12-6-7-29-21(28)16(10)12)31-22-19(26)18(25)17(24)15(32-22)9-30-20(27)11-2-4-13(23)5-3-11/h2-5,10,12,14-19,22-26H,6-9H2,1H3/t10-,12+,14+,15-,16-,17-,18+,19-,22-/m1/s1	original	Machida, Koichi; Ando, Megumi; Yaoita, Yasunori; Kakuda, Rie; Kikuchi, Masao; Chemical & Pharmaceutical Bulletin; vol. 49; 6; (2001); p. 732 - 736.	Catalpa ovata	InChI=1S/C22H28O10/c1-10-14(8-12-6-7-29-21(28)16(10)12)31-22-19(26)18(25)17(24)15(32-22)9-30-20(27)11-2-4-13(23)5-3-11/h2-5,10,12,14-19,22-26H,6-9H2,1H3/t10-,12+,14+,15-,16-,17-,18+,19-,22-/m1/s1	DEDRXCYIYLIKTC-SXFLQUOHSA-N	C[C@@H]1[C@@H](O[C@@H]2O[C@H](COC(=O)c3ccc(O)cc3)[C@@H](O)[C@H](O)[C@H]2O)C[C@@H]2CCOC(=O)[C@@H]21	10.1248/CPB.49.732	AR	Y	NA	Studies on the Constituents of Catalpa Species. VI. Monoterpene Glycosides from the Fallen Leaves of Catalpa ovata G. DON.	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91888|4143|24079|423303|13406|265497	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|tribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Lamiales|Bignoniaceae|Catalpeae|Catalpa|Catalpa ovata	NA	NA	CHEMICAL & PHARMACEUTICAL BULLETIN	2001	MACHIDA	64.461555	116	1	1	1	1	3	NA	NA
nap_1	Artemisia xerophytica	inchi	InChI=1S/C10H16/c1-7(2)10-5-4-8(3)9(10)6-10/h7,9H,3-6H2,1-2H3	doi	10.1007/bf00568367	Artemisia xerophytica	InChI=1S/C10H16/c1-7(2)10-5-4-8(3)9(10)6-10/h7,9H,3-6H2,1-2H3	NDVASEGYNIMXJL-UHFFFAOYSA-N	C=C1CCC2(C(C)C)CC12	10.1007/BF00568367	AR	Y	Old with questionable data	Chemical composition of the essential oils of mongolian wormwoodsArtemisia xerophytica andA. xantaphora	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91882|4209|4210|102804|102810|886714|4219|401942	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily|tribe|subtribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Asterales|Asteraceae|Asteroideae|Anthemideae|Artemisiinae|Artemisia|Artemisia xerophytica	NA	NA	Chemistry of Natural Compounds	1980-07	Goryaev	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Aloe kilifiensis	inchi	InChI=1S/C15H10O4/c1-7-5-9-13(11(17)6-7)15(19)12-8(14(9)18)3-2-4-10(12)16/h2-6,16-17H,1H3	doi	10.1016/s0031-9422(00)94771-x	Aloe kilifiensis	InChI=1S/C15H10O4/c1-7-5-9-13(11(17)6-7)15(19)12-8(14(9)18)3-2-4-10(12)16/h2-6,16-17H,1H3	LQGUBLBATBMXHT-UHFFFAOYSA-N	Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O	10.1016/S0031-9422(00)94771-X	AR	Y	Maybe check all Aloe species?	Anthraquinones, pre-anthraquinones and isoeleutherol in the roots of Aloe species	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|4447|1437197|73496|51383|703538|25641|1389513	|superkingdom|kingdom|phylum|subphylum|||||class|||subclass|order|family|subfamily|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|Liliopsida|Petrosaviidae|Asparagales|Asphodelaceae|Asphodeloideae|Aloe|Aloe kilifiensis	NA	NA	Phytochemistry	1994-01	Dagne	1	0	1	NA	NA	NA	NA	NA	NA
coc_1	Streptomyces alboflavus	inchi	InChI=1S/C34H47ClN10O7/c1-17(2)26-32(51)45-24(9-6-14-38-45)31(50)43-22(7-4-12-36-43)27(46)39-18(3)29(48)44-23(8-5-13-37-44)30(49)42-25(28(47)41-26)16-34(52)20-11-10-19(35)15-21(20)40-33(34)42/h10-11,15,17-18,22-26,33,36-38,40,52H,4-9,12-14,16H2,1-3H3,(H,39,46)(H,41,47)	doi	10.1016/j.ejmech.2012.02.008	Streptomyces alboflavus	InChI=1S/C34H47ClN10O7/c1-17(2)26-32(51)45-24(9-6-14-38-45)31(50)43-22(7-4-12-36-43)27(46)39-18(3)29(48)44-23(8-5-13-37-44)30(49)42-25(28(47)41-26)16-34(52)20-11-10-19(35)15-21(20)40-33(34)42/h10-11,15,17-18,22-26,33,36-38,40,52H,4-9,12-14,16H2,1-3H3,(H,39,46)(H,41,47)	NQBSPMKAIGEJBH-UHFFFAOYSA-N	CC1N=C(O)C2CCCNN2C(=O)C2CCCNN2C(=O)C(C(C)C)N=C(O)C2CC3(O)c4ccc(Cl)cc4NC3N2C(=O)C2CCCNN2C1=O	10.1016/J.EJMECH.2012.02.008	AR	Y	NA	Three novel cyclic hexapeptides from Streptomyces alboflavus 313 and their antibacterial activity	ITIS	50|956097|956099|956179|465|956306|189410|189411|966727	kingdom|Subkingdom|phylum|Subclass|order|Suborder|family|genus|species	Bacteria|Posibacteria|Actinobacteria|Actinobacteridae|Actinomycetales|Streptomycineae|Streptomycetaceae|Streptomyces|Streptomyces alboflavus	NA	NA	European Journal of Medicinal Chemistry	2012-04	Ji	1	0	1	NA	NA	NA	NA	NA	NA
npc_1	Annona reticulata	smiles	CCCCCCC(CCCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCCCCC3=CC(OC3=O)C)O)O)O	pubmed	16154156	Annona reticulata	InChI=1S/C37H66O7/c1-3-4-5-15-19-30(38)20-17-22-32(40)34-24-26-36(44-34)35-25-23-33(43-35)31(39)21-16-13-11-9-7-6-8-10-12-14-18-29-27-28(2)42-37(29)41/h27-28,30-36,38-40H,3-26H2,1-2H3	DAEFUOXKPZLQMM-UHFFFAOYSA-N	CCCCCCC(O)CCCC(O)C1CCC(C2CCC(C(O)CCCCCCCCCCCCC3=CC(C)OC3=O)O2)O1	10.1016/J.LFS.2005.05.068	AR	Y	NA	Selective cytotoxicity of squamocin on T24 bladder cancer cells at the S-phase via a Bax-, Bad-, and caspase-3-related pathways.	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|232347|3400|22140|1927081|1927087|13336|301862	|superkingdom|kingdom|phylum|subphylum|||||class|||order|family|subfamily|tribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|Magnoliidae|Magnoliales|Annonaceae|Annonoideae|Annoneae|Annona|Annona reticulata	NA	16154156	Life sciences	2006 Jan 18	Yuan SS	1	0	NA	NA	NA	NA	NA	NA	NA
unp_1	Galipea longiflora	inchi	InChI=1/C15H19NO/c1-3-4-5-8-12-11-15(17-2)13-9-6-7-10-14(13)16-12/h6-7,9-11H,3-5,8H2,1-2H3	original	Fournet, Alain; Vagneur, Beatrice; Richomme, Pascal; Bruneton, Jean; Canadian Journal of Chemistry; vol. 67; (1989); p. 2116 - 2118.	Angostura longiflora	InChI=1S/C15H19NO/c1-3-4-5-8-12-11-15(17-2)13-9-6-7-10-14(13)16-12/h6-7,9-11H,3-5,8H2,1-2H3	GBEBHUXJNVPKMN-UHFFFAOYSA-N	CCCCCc1cc(OC)c2ccccc2n1	10.1139/V89-329	AR	Y	NA	Aryl-2 et alkyl-2 quinoléines nouvelles isolées d'une Rutacée bolivienne: Galipealongiflora	GBIF Backbone Taxonomy	6|7707728|220|933|2396|6434166|3836724	kingdom|phylum|class|order|family|genus|species	Plantae|Tracheophyta|Magnoliopsida|Sapindales|Rutaceae|Angostura|Angostura longiflora	NA	NA	Canadian Journal of Chemistry	1989-12-01	Fournet	80.38383	108	NA	1	1	1	3	NA	NA
unp_1	Trichogonia grazielae	inchi	InChI=1/C15H24/c1-11-6-5-7-12(2)13-10-15(3,4)14(13)9-8-11/h6,13-14H,2,5,7-10H2,1,3-4H3/b11-6+/t13-,14-/m1/s1	original	Bohlmann, Ferdinand; Zdero, Christa; Pickard, Joachim; Robinson, Harold; King, Robert M.; Phytochemistry; vol. 20; 6; (1981); p. 1323 - 1334.	Trichogonia grazielae	InChI=1S/C15H24/c1-11-6-5-7-12(2)13-10-15(3,4)14(13)9-8-11/h6,13-14H,2,5,7-10H2,1,3-4H3/b11-6+/t13-,14-/m1/s1	NPNUFJAVOOONJE-GFUGXAQUSA-N	C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C	10.1016/0031-9422(81)80032-5	AR	Y	NA	New types of sesquiterpene lactones and other constituents from Trichogonia species	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91882|4209|4210|102804|911341|102815|1744887|1745173	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily||tribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Asterales|Asteraceae|Asteroideae|Heliantheae alliance|Eupatorieae|Trichogonia|Trichogonia grazielae	NA	NA	Phytochemistry	1981-01	Bohlmann	68.230415	116	1	1	1	1	3	NA	NA
unp_1	Helichrysum davyi	inchi	InChI=1/C22H36O3/c1-15(23)25-14-19(2)9-5-10-20(3)17(19)8-11-22-12-16(6-7-18(20)22)21(4,24)13-22/h16-18,24H,5-14H2,1-4H3/t16-,17-,18+,19+,20-,21-,22+/m1/s1	original	Jakupovic, J.; Teetz, T.; Bohlmann, F.; Phytochemistry; vol. 26; 6; (1987); p. 1841 - 1842.	Helichrysum nudifolium nudifolium	InChI=1S/C22H36O3/c1-15(23)25-14-19(2)9-5-10-20(3)17(19)8-11-22-12-16(6-7-18(20)22)21(4,24)13-22/h16-18,24H,5-14H2,1-4H3/t16-,17-,18+,19+,20-,21-,22+/m1/s1	AELNFENJKQXLPW-KYMPNAOUSA-N	CC(=O)OC[C@]1(C)CCC[C@]2(C)[C@@H]1CC[C@@]13C[C@@H](CC[C@H]12)[C@](C)(O)C3	10.1016/S0031-9422(00)82302-X	AR	Y	NA	An anomalous sesquiterpene from Helichrysum davyi	World Register of Marine Species	urn:lsid:marinespecies.org:taxname:1|urn:lsid:marinespecies.org:taxname:3|urn:lsid:marinespecies.org:taxname:368663|urn:lsid:marinespecies.org:taxname:536191|urn:lsid:marinespecies.org:taxname:596326|urn:lsid:marinespecies.org:taxname:596331|urn:lsid:marinespecies.org:taxname:182757|urn:lsid:marinespecies.org:taxname:449896|urn:lsid:marinespecies.org:taxname:234044|urn:lsid:marinespecies.org:taxname:867905|urn:lsid:marinespecies.org:taxname:1081107|urn:lsid:marinespecies.org:taxname:1150205|urn:lsid:marinespecies.org:taxname:1076349|urn:lsid:marinespecies.org:taxname:1105549|urn:lsid:marinespecies.org:taxname:1156687	|kingdom|subkingdom|infrakingdom|phylum|subdivision|class|superorder|order|family|subfamily|tribe|genus|species|variety	Biota|Plantae|Viridiplantae|Streptophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Asterales|Compositae|Asteroideae|Gnaphalieae|Helichrysum|Helichrysum nudifolium|Helichrysum nudifolium nudifolium	NA	NA	Phytochemistry	1987-01	Jakupovic	79.97197	78	1	1	1	1	3	NA	NA
npa_1	Ganoderma lucidum	inchi	InChI=1S/C34H52O7/c1-9-10-13-41-30(40)20(3)15-21(35)14-19(2)22-16-27(39)34(8)29-23(36)17-25-31(4,5)26(38)11-12-32(25,6)28(29)24(37)18-33(22,34)7/h19-20,22-23,25,27,36,39H,9-18H2,1-8H3/t19-,20?,22-,23+,25+,27+,32+,33-,34+/m1/s1	pubmed	20039640	Ganoderma lucidum	InChI=1S/C34H52O7/c1-9-10-13-41-30(40)20(3)15-21(35)14-19(2)22-16-27(39)34(8)29-23(36)17-25-31(4,5)26(38)11-12-32(25,6)28(29)24(37)18-33(22,34)7/h19-20,22-23,25,27,36,39H,9-18H2,1-8H3/t19-,20?,22-,23+,25+,27+,32+,33-,34+/m1/s1	WQMDPDQGTLRSTR-GGYSHFSDSA-N	CCCCOC(=O)C(C)CC(=O)C[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O	10.1021/NP900578H	PMA	Y	Done by AR to complete the 48	Lanostane triterpenes from the fruiting bodies of Ganoderma lucidum and their inhibitory effects on adipocyte differentiation in 3T3-L1 Cells.	NCBI	131567|2759|33154|4751|451864|5204|5302|155619|355688|5303|5317|5314|5315|939174	|superkingdom||kingdom|subkingdom|phylum|subphylum|class||order|family|genus|species|	|Eukaryota|Opisthokonta|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes||Polyporales|Polyporaceae|Ganoderma|Ganoderma lucidum|Ganoderma lucidum	NA	20039640	Journal of natural products	2010 Feb 26	Lee I	1	0	1	NA	NA	NA	NA	NA	NA
kna_1	Porella swartziana	inchi	InChI=1S/C15H22O2/c1-13(2)6-9-7-14(9,3)10-5-12(16)15(4,17)11(10)8-13/h5,9,11,17H,6-8H2,1-4H3/t9-,11+,14+,15-/m0/s1	original	Mitre,J.Nat.Prod.,67,(2004),31	Porella swartziana	InChI=1S/C15H22O2/c1-13(2)6-9-7-14(9,3)10-5-12(16)15(4,17)11(10)8-13/h5,9,11,17H,6-8H2,1-4H3/t9-,11+,14+,15-/m0/s1	RQZGCZIEUZCSMD-PVRXDPTQSA-N	CC1(C)C[C@H]2C[C@@]2(C)C2=CC(=O)[C@@](C)(O)[C@@H]2C1	10.1021/NP030074Z	PMA	Y	NA	Africane-Type Sesquiterpenoids from the Argentine LiverwortPorella swartzianaand Their Antibacterial Activity	NCBI	131567|2759|33090|35493|131221|3193|3195|186771|186782|186798|71156|56912|56942|460670	|superkingdom|kingdom|phylum|subphylum|||class|subclass|order|suborder|family|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Marchantiophyta|Jungermanniopsida|Jungermanniidae|Porellales|Porellineae|Porellaceae|Porella|Porella swartziana	NA	NA	Journal of Natural Products	2004-01	Bovi Mitre	35.86364	100	1	1	0	0	1	NA	NA
nap_1	Cicer bijugum	inchi	InChI=1S/C16H14O4/c1-18-10-3-5-11-13-8-19-14-6-9(17)2-4-12(14)16(13)20-15(11)7-10/h2-7,13,16-17H,8H2,1H3/t13-,16-/m0/s1	doi	10.1016/s0031-9422(97)00798-x	Cicer bijugum	InChI=1S/C16H14O4/c1-18-10-3-5-11-13-8-19-14-6-9(17)2-4-12(14)16(13)20-15(11)7-10/h2-7,13,16-17H,8H2,1H3/t13-,16-/m0/s1	NSRJSISNDPOJOP-BBRMVZONSA-N	COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21	10.1016/S0031-9422(97)00798-X	PMA	Y	NA	The distribution of isoflavonoids in cicer	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91835|72025|3803|3814|2231393|2231382|2233838|2233839|163722|3826|90899	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily|||||tribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Fabales|Fabaceae|Papilionoideae|||Hologalegina||Cicereae|Cicer|Cicer bijugum	NA	NA	Phytochemistry	1998-07	Stevenson	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Heterotheca latifolia	inchi	InChI=1S/C10H18O/c1-8-4-6-9(7-5-8)10(2,3)11/h4,9,11H,5-7H2,1-3H3	doi	10.1080/10412905.1998.9700851	Heterotheca subaxillaris	InChI=1S/C10H18O/c1-8-4-6-9(7-5-8)10(2,3)11/h4,9,11H,5-7H2,1-3H3	WUOACPNHFRMFPN-UHFFFAOYSA-N	CC1=CCC(C(C)(C)O)CC1	10.1080/10412905.1998.9700851	PMA	Y	NA	Composition of the Essential Oil from Flowers and Leaves ofHeterotheca latifoliaBuckley (Compositae)	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91882|4209|4210|102804|102809|877976|71056|427640	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily|tribe||genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Asterales|Asteraceae|Asteroideae|Astereae|North|Heterotheca|Heterotheca subaxillaris	NA	NA	Journal of Essential Oil Research	1998-01	Duschatzky	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Stevia chamaedrys	inchi	InChI=1S/C15H20O3/c1-8-4-5-11(16)15(3)7-6-10-9(2)14(17)18-13(10)12(8)15/h10-13,16H,1-2,4-7H2,3H3/t10-,11+,12+,13-,15-/m0/s1	doi	10.1016/0031-9422(91)83756-b	Stevia chamaedrys	InChI=1S/C15H20O3/c1-8-4-5-11(16)15(3)7-6-10-9(2)14(17)18-13(10)12(8)15/h10-13,16H,1-2,4-7H2,3H3/t10-,11+,12+,13-,15-/m0/s1	FKBUODICGDOIGB-PFFFPCNUSA-N	C=C1C(=O)O[C@H]2[C@H]1CC[C@]1(C)[C@@H]2C(=C)CC[C@H]1O	10.1016/0031-9422(91)83756-B	PMA	Y	NA	Guaianolides and other constituents from Stevia species	World Register of Marine Species	urn:lsid:marinespecies.org:taxname:1|urn:lsid:marinespecies.org:taxname:3|urn:lsid:marinespecies.org:taxname:368663|urn:lsid:marinespecies.org:taxname:536191|urn:lsid:marinespecies.org:taxname:596326|urn:lsid:marinespecies.org:taxname:596331|urn:lsid:marinespecies.org:taxname:182757|urn:lsid:marinespecies.org:taxname:449896|urn:lsid:marinespecies.org:taxname:234044|urn:lsid:marinespecies.org:taxname:867905|urn:lsid:marinespecies.org:taxname:1081107|urn:lsid:marinespecies.org:taxname:1074859|urn:lsid:marinespecies.org:taxname:1076175|urn:lsid:marinespecies.org:taxname:1100570	|kingdom|subkingdom|infrakingdom|phylum|subdivision|class|superorder|order|family|subfamily|tribe|genus|species	Biota|Plantae|Viridiplantae|Streptophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Asterales|Compositae|Asteroideae|Eupatorieae|Stevia|Stevia chamaedrys	NA	NA	Phytochemistry	1991-01	Zdero	1	0	1	NA	NA	NA	NA	NA	NA
npa_2	Apiospora montagnei Sacc. TC 1093	inchi	InChI=1S/C33H38N6O10/c1-4-11-35-30(46)25-27(43)33(49)19-8-6-7-17(24(19)39-32(33)48)18-12-16(9-10-22(18)40)13-20(37-31(47)26(42)15(3)5-2)28(44)36-21(14-23(34)41)29(45)38-25/h4,6-12,15,20-21,25,27,40,43,49H,5,13-14H2,1-3H3,(H2,34,41)(H,35,46)(H,36,44)(H,37,47)(H,38,45)(H,39,48)/b11-4-/t15-,20-,21+,25-,27+,33-/m0/s1	doi	10.7164/antibiotics.53.105	Apiospora montagnei	InChI=1S/C33H38N6O10/c1-4-11-35-30(46)25-27(43)33(49)19-8-6-7-17(24(19)39-32(33)48)18-12-16(9-10-22(18)40)13-20(37-31(47)26(42)15(3)5-2)28(44)36-21(14-23(34)41)29(45)38-25/h4,6-12,15,20-21,25,27,40,43,49H,5,13-14H2,1-3H3,(H2,34,41)(H,35,46)(H,36,44)(H,37,47)(H,38,45)(H,39,48)/b11-4-/t15-,20-,21+,25-,27+,33-/m0/s1	ZIAXNZCTODBCKW-QNKLOUHTSA-N	C/C=C\N=C(O)[C@H]1N=C(O)[C@@H](CC(=N)O)N=C(O)[C@@H](NC(=O)C(=O)[C@@H](C)CC)Cc2ccc(O)c(c2)-c2cccc3c2NC(=O)[C@@]3(O)[C@@H]1O	10.7164/ANTIBIOTICS.53.105	PMA	Y	NA	TMC-95A, B, C, and D, Novel Proteasome Inhibitors Produced by Apiospora montagnei Sacc. TC 1093. Taxonomy, Production, Isolation, and Biological Activities.	Index Fungorum	10000001|10000006|10000022|10000032|10000182|264|225880	kingdom|phylum|class|order|family|genus|species	Fungi|Ascomycota|Sordariomycetes||Apiosporaceae|Apiospora|Apiospora montagnei	NA	NA	The Journal of Antibiotics	2000	KOGUCHI	1	0	1	NA	NA	NA	NA	NA	NA
unp_1	Phoma linga	inchi	InChI=1/C15H22O2/c1-9-5-6-10-13(2,3)12(17)14(4)11(16)7-8-15(9,10)14/h7-10,12,17H,5-6H2,1-4H3/t9-,10+,12-,14+,15+/m1/s1	original	Pedras, M. Soledade C.; Chumala, Paulos B.; Venkatesham, Uppala; Bioorganic & Medicinal Chemistry; vol. 13; 7; (2005); p. 2469 - 2476.	Phoma linga	InChI=1S/C15H22O2/c1-9-5-6-10-13(2,3)12(17)14(4)11(16)7-8-15(9,10)14/h7-10,12,17H,5-6H2,1-4H3/t9-,10+,12-,14+,15+/m1/s1	RPAMEABXKIBXSD-KQFRYOBMSA-N	C[C@@H]1CC[C@H]2C(C)(C)[C@@H](O)[C@]3(C)C(=O)C=C[C@]123	10.1016/J.BMC.2005.01.040	PMA	Y	NA	New sesquiterpenic phytotoxins establish unprecedented relationship between different groups of blackleg fungal isolates	GBIF Backbone Taxonomy	5|95|183|1047|3281822|2513988|5511627	kingdom|phylum|class|order|family|genus|species	Fungi|Ascomycota|Dothideomycetes|Pleosporales|Didymellaceae|Phoma|Phoma linga	NA	NA	Bioorganic & Medicinal Chemistry	2005-04	Pedras	75.8219	113	NA	1	1	1	3	NA	NA
unp_1	Kadsura coccinea	inchi	InChI=1/C30H40O6/c1-17-7-10-23(35-26(17)32)19(3)30(34)14-13-28(6)22(18(30)2)16-29(33)15-20-8-12-25(31)36-27(4,5)21(20)9-11-24(28)29/h7-8,12,15,19,21-24,33-34H,2,9-11,13-14,16H2,1,3-6H3/t19-,21+,22-,23+,24-,28+,29+,30-/m0/s1	original	Gao, Xue-Mei; Pu, Jian-Xin; Xiao, Wei-Lie; Huang, Sheng-Xiong; Sun, Han-Dong; Lou, Li-Guang; Tetrahedron; vol. 64; 51; (2008); p. 11673 - 11679.	Kadsura coccinea	InChI=1S/C30H40O6/c1-17-7-10-23(35-26(17)32)19(3)30(34)14-13-28(6)22(18(30)2)16-29(33)15-20-8-12-25(31)36-27(4,5)21(20)9-11-24(28)29/h7-8,12,15,19,21-24,33-34H,2,9-11,13-14,16H2,1,3-6H3/t19-,21+,22-,23+,24-,28+,29+,30-/m0/s1	ORWYYJLUJLOTPL-MWRQJCARSA-N	C=C1[C@@H]2C[C@]3(O)C=C4C=CC(=O)OC(C)(C)[C@@H]4CC[C@H]3[C@]2(C)CC[C@@]1(O)[C@@H](C)[C@H]1CC=C(C)C(=O)O1	10.1016/J.TET.2008.10.011	PMA	Y	NA	Kadcoccilactones K–R, triterpenoids from Kadsura coccinea	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|82956|16733|105749|124780	|superkingdom|kingdom|phylum|subphylum|||||class|order|family|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Austrobaileyales|Schisandraceae|Kadsura|Kadsura coccinea	NA	NA	Tetrahedron	2008-12	Gao	80.41154	123	1	1	1	1	3	NA	NA
tmm_1	Terminalia chebula Retzins var. tomentella Kurt., Terminalia chebula Retzins, Terminalia chebula Retz. var. tomentella Kurt., Terminalia chebula Retz.	nominal	1H-indene	pubmed	23901211	Terminalia chebula	InChI=1S/C9H8/c1-2-5-9-7-3-6-8(9)4-1/h1-6H,7H2	YBYIRNPNPLQARY-UHFFFAOYSA-N	C1=Cc2ccccc2C1	10.4103/0974-8490.112421	PMA	Y	NA	Extraction, gas chromatography-mass spectrometry analysis and screening of fruits of Terminalia chebula Retz. for its antimicrobial potential.	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91836|41944|3954|39992|155022|2073048	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|genus|species|variety	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Myrtales|Combretaceae|Terminalia|Terminalia chebula|Terminalia chebula tomentella	PMC3719256	23901211	Pharmacognosy research	2013 Jul	Singh G	1	0	1	NA	NA	NA	NA	NA	NA
